Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
300	-14752	-14774.3	22.3533	0.131976	0.103507	0.10198	0.0898948	0.0829836	0.0717884	0.101596	0.0829732	0.0844987	0.187097	0.0716512	0.0842784	0.0938375	0.0858935	0.0952501	0.117046	0.116552	0.107937	0.123878	0.0582024	0.0780691	0.0773398	0.136209	0.0101325	0.0389904	0.0494307	0.0488704	0.0224317	0.0318204	0.0325295	0.0263364	0.0485019	0.0382104	0.0267581	0.0136743	0.0526669	0.0117653	0.0267709	0.0708471	0.0269563	0.0161089	0.00682162	0.0274417	0.245528	0.251872	0.0515451	0.0234166	0.419568	0.00806961	0.22792	0.213825	0.17423	0.384025	2.911504
310	-14754.7	-14776.7	21.9937	0.112215	0.0975872	0.112375	0.0749471	0.0975728	0.0861337	0.111259	0.0736933	0.0818905	0.173642	0.0712559	0.0733488	0.0864145	0.0849969	0.0921794	0.136706	0.117431	0.102136	0.140118	0.0625012	0.0954443	0.085061	0.15383	0.0201116	0.0341689	0.0288885	0.0309066	0.0188014	0.0310342	0.0408382	0.0204724	0.038661	0.0416283	0.0155421	0.031811	0.0480522	0.0205182	0.0234889	0.0810071	0.025157	0.016083	0.0234172	0.0341392	0.239105	0.251974	0.0515658	0.0229651	0.419737	0.0146523	0.251178	0.203007	0.172908	0.372908	2.947464
320	-14742.6	-14765.6	23.0015	0.127819	0.106395	0.0917086	0.0829931	0.0985281	0.057043	0.10444	0.06896	0.0811823	0.134698	0.069965	0.067821	0.0931657	0.0902364	0.0988905	0.122151	0.132347	0.102136	0.122546	0.0818398	0.082047	0.085061	0.1537	0.0229374	0.0285756	0.0365492	0.0410282	0.0231598	0.0307891	0.0310066	0.0195372	0.0402505	0.0395915	0.0225369	0.0102102	0.0350843	0.012571	0.0247713	0.0719808	0.0325117	0.0142875	0.0121636	0.0414711	0.240313	0.253247	0.0518263	0.0230811	0.421858	0.0096749	0.249444	0.201606	0.178615	0.370335	2.846688
330	-14752.4	-14775.9	23.4689	0.104842	0.099274	0.0797792	0.088569	0.09687	0.0703695	0.115102	0.065984	0.0897746	0.142277	0.0648032	0.0664961	0.0942604	0.101914	0.0855842	0.109468	0.113567	0.102136	0.105558	0.0636307	0.0821007	0.0828347	0.159681	0.0201045	0.0193511	0.0360124	0.0410282	0.0405411	0.0446435	0.0265557	0.0256347	0.0399126	0.045931	0.0200956	0.0120753	0.0502426	0.0132423	0.0207136	0.0762245	0.030125	0.0132047	0.00925283	0.0301777	0.245138	0.258332	0.0528669	0.0256383	0.40508	0.0129448	0.25268	0.204222	0.167959	0.375139	2.799945
340	-14756	-14778.7	22.6883	0.112874	0.0909734	0.0849578	0.0714586	0.0946494	0.0721191	0.0946293	0.061204	0.097354	0.174976	0.0737133	0.062546	0.0942604	0.098428	0.0977358	0.115801	0.110068	0.112203	0.101415	0.0980406	0.100072	0.0767164	0.153051	0.0220095	0.0274151	0.0434131	0.040649	0.0286644	0.037029	0.0265557	0.0221854	0.0318376	0.0396595	0.0132176	0.0184603	0.0539908	0.0125004	0.0284882	0.0782863	0.0315251	0.0162608	0.0225547	0.0340546	0.23755	0.282051	0.0512304	0.0248447	0.39254	0.0117839	0.25268	0.204222	0.167959	0.375139	2.878003
350	-14757.8	-14780.6	22.8185	0.111702	0.0921579	0.0915765	0.0909071	0.0987818	0.0561893	0.122452	0.0745245	0.0742225	0.174976	0.0789407	0.0672741	0.0968189	0.10838	0.107642	0.134593	0.12229	0.09203	0.115561	0.0690036	0.0965912	0.0749952	0.131538	0.0372267	0.0254239	0.0370611	0.0308683	0.0198036	0.0211983	0.0196659	0.0168931	0.0374355	0.0309405	0.0191885	0.0144639	0.0535979	0.0315922	0.02246	0.0722829	0.0215144	0.0180637	0.0186331	0.0335203	0.21038	0.290787	0.0579521	0.0253169	0.403452	0.0121115	0.256366	0.207201	0.155822	0.380611	2.864981
360	-14749.8	-14771.6	21.8621	0.140087	0.106621	0.0913174	0.0835448	0.0978753	0.0741235	0.122452	0.0642142	0.086906	0.18246	0.0803962	0.0672741	0.104391	0.0870437	0.113205	0.122784	0.1255	0.108822	0.115561	0.0788322	0.092129	0.0761292	0.135298	0.0255993	0.0402223	0.0309433	0.0266246	0.015784	0.0356117	0.0210453	0.018294	0.0441435	0.0466301	0.0198172	0.0137404	0.0357966	0.0233899	0.026659	0.0811365	0.0350242	0.0183146	0.0108829	0.033993	0.211022	0.292481	0.0582897	0.0254644	0.405803	0.00693981	0.232406	0.213877	0.160843	0.392874	2.960621
370	-14762.6	-14785.1	22.5122	0.109501	0.086624	0.0829813	0.0851565	0.109164	0.0583831	0.114899	0.0879787	0.0676863	0.18246	0.0753539	0.0756159	0.105882	0.0892541	0.0886027	0.134907	0.135071	0.100998	0.120861	0.0618473	0.0613076	0.0944106	0.133837	0.0253821	0.030536	0.0347469	0.0504829	0.021645	0.0478429	0.0229022	0.0171882	0.0448252	0.037768	0.0197309	0.0144466	0.0572957	0.0141553	0.036272	0.0795321	0.0342155	0.0109234	0.00545096	0.0274865	0.211416	0.27859	0.0583987	0.0380811	0.406561	0.00695278	0.233452	0.214839	0.161566	0.390143	2.89561
380	-14754.7	-14778.2	23.4672	0.10757	0.0835132	0.0838507	0.0851565	0.100553	0.0689987	0.114899	0.0738984	0.0650988	0.182298	0.0613538	0.0774342	0.0728993	0.0892541	0.110823	0.116939	0.116131	0.100998	0.120861	0.0701504	0.078721	0.078388	0.134609	0.0229011	0.0388712	0.025722	0.0389414	0.0189993	0.0358945	0.0246497	0.0327987	0.0496913	0.0315931	0.0102647	0.0222299	0.0398408	0.0253643	0.0248698	0.0758474	0.0309878	0.0175612	0.00787855	0.0308079	0.209432	0.275975	0.0578505	0.0377236	0.402745	0.0162747	0.233452	0.214839	0.161566	0.390143	2.800112
390	-14756.6	-14777.9	21.2656	0.139839	0.094961	0.0970471	0.103273	0.0851337	0.0660144	0.112305	0.0738984	0.0898634	0.182298	0.0772729	0.0784401	0.0858256	0.0860086	0.11672	0.132641	0.117198	0.101263	0.119592	0.0887396	0.108723	0.091383	0.166301	0.021878	0.0261455	0.0480849	0.0420327	0.019586	0.0383026	0.0133903	0.021332	0.0377134	0.0400736	0.0156165	0.0133702	0.0375392	0.0233031	0.0211713	0.0838352	0.0299555	0.0193043	0.023741	0.0291588	0.219096	0.28871	0.0529172	0.0389073	0.389941	0.0104275	0.247262	0.210968	0.158655	0.383114	3.020274
400	-14750.1	-14772.5	22.3275	0.142561	0.117614	0.0887656	0.0856838	0.10129	0.0663994	0.112305	0.0647171	0.0861903	0.171264	0.0766271	0.0697532	0.09812	0.0945427	0.119997	0.125975	0.114074	0.0988267	0.117685	0.0859627	0.0943582	0.0843026	0.128441	0.0215506	0.0230709	0.0394724	0.0348139	0.0270284	0.0339984	0.0160541	0.0127134	0.0409316	0.0419772	0.020997	0.016309	0.0466925	0.0221558	0.0198748	0.0617848	0.0249227	0.0154473	0.013398	0.0354337	0.220489	0.298906	0.0487822	0.0289097	0.392419	0.0104937	0.247262	0.210968	0.158655	0.383114	2.91408
410	-14765.1	-14786.6	21.4417	0.112804	0.076309	0.0931591	0.095129	0.088763	0.0868015	0.116856	0.0783897	0.0809872	0.173984	0.0633343	0.0817992	0.107419	0.103401	0.104325	0.137608	0.131452	0.1184	0.105731	0.0658433	0.0966299	0.0803192	0.164555	0.0175284	0.0415995	0.03577	0.0508953	0.0203814	0.0297275	0.0184254	0.0344553	0.0456874	0.0579983	0.0190973	0.0190088	0.0304335	0.0179977	0.0127984	0.0927492	0.0284014	0.0127043	0.0113907	0.0416086	0.223097	0.302442	0.0493592	0.0170798	0.390091	0.0179319	0.229815	0.217079	0.158894	0.394212	3.002659
420	-14759	-14781.8	22.8094	0.124178	0.0856364	0.0931591	0.103486	0.0834608	0.0647907	0.10792	0.0916405	0.0917831	0.164271	0.0828125	0.0814237	0.0974817	0.0936582	0.113472	0.121695	0.109185	0.105259	0.0986444	0.0757736	0.0638312	0.0698146	0.159938	0.0198738	0.0438945	0.0275711	0.0424166	0.032039	0.0319878	0.0219901	0.0161402	0.0376958	0.0355062	0.0170312	0.0192707	0.040608	0.0162064	0.0285662	0.0640666	0.0206435	0.0193646	0.0112196	0.0364869	0.224399	0.304207	0.0445078	0.0215128	0.392368	0.0130052	0.224076	0.219138	0.160401	0.396385	2.865894
430	-14765	-14786.5	21.4519	0.115534	0.0908216	0.0921767	0.10836	0.0987635	0.0689871	0.131024	0.0588	0.0903282	0.164271	0.0656748	0.071572	0.0959848	0.101923	0.112909	0.116756	0.122867	0.124337	0.122551	0.0842083	0.110013	0.0829514	0.14594	0.013217	0.0237613	0.0357889	0.0380338	0.0265576	0.0396869	0.0333475	0.0176714	0.0298777	0.0357477	0.0248214	0.0136235	0.0520816	0.0134857	0.0378771	0.0837653	0.0302578	0.0280384	0.0106025	0.0366426	0.222624	0.3018	0.0440979	0.0213426	0.389264	0.0208717	0.224076	0.219138	0.160401	0.396385	3.001639
440	-14749.1	-14771.8	22.6732	0.122838	0.0935702	0.0914601	0.0786615	0.105958	0.0656425	0.126419	0.0788721	0.076045	0.164194	0.0700711	0.0706071	0.101468	0.0941496	0.0870322	0.138776	0.117546	0.101972	0.100973	0.0884642	0.0773885	0.0789746	0.150746	0.020918	0.0375793	0.0433042	0.0329039	0.0154905	0.0521149	0.0278968	0.0276936	0.0308157	0.0411921	0.0216594	0.0121909	0.0501801	0.0167603	0.0204732	0.0696554	0.0220586	0.00974118	0.0110429	0.0340085	0.247465	0.279346	0.0495924	0.0281624	0.383793	0.0116406	0.224076	0.219138	0.160401	0.396385	2.879508
450	-14751.5	-14774.4	22.833	0.100251	0.0919927	0.110254	0.0932253	0.0947553	0.0663878	0.119119	0.0767917	0.0743828	0.179661	0.0692513	0.0618121	0.0886473	0.092817	0.0910511	0.125965	0.117299	0.100714	0.110744	0.0636533	0.0774061	0.0851693	0.15294	0.0355949	0.0326824	0.0364911	0.038503	0.0218702	0.0511182	0.0305641	0.0127646	0.0424089	0.0443305	0.0197509	0.0198984	0.0391419	0.00997213	0.0129432	0.0746789	0.0356833	0.00641602	0.00991294	0.0445158	0.246975	0.278793	0.051723	0.0281066	0.382785	0.0116176	0.224076	0.219138	0.160401	0.396385	2.863532
460	-14750.2	-14772.8	22.5787	0.100251	0.113973	0.101568	0.106146	0.0920825	0.0758748	0.112868	0.079871	0.0860483	0.160421	0.0618267	0.0759199	0.108881	0.092817	0.102177	0.134592	0.113814	0.084167	0.109035	0.0748112	0.0902496	0.0700222	0.15294	0.0238512	0.0324592	0.038541	0.0409864	0.0133502	0.0324326	0.0153321	0.0149663	0.0452094	0.037594	0.0160981	0.0173225	0.0429729	0.00928496	0.0178116	0.0913894	0.0369471	0.00917758	0.0157473	0.0371358	0.238822	0.270477	0.0500155	0.0244128	0.402253	0.0140199	0.224996	0.21593	0.16106	0.398014	2.888966
470	-14758	-14779.9	21.8836	0.117376	0.100117	0.102384	0.0815545	0.107665	0.0829728	0.131522	0.0679331	0.0856477	0.194418	0.0693885	0.0885825	0.0817043	0.0726632	0.091086	0.12398	0.126243	0.115364	0.112335	0.0724435	0.0941153	0.081451	0.15135	0.0183082	0.038651	0.0348768	0.0368506	0.0205194	0.03134	0.0170941	0.0240026	0.0358469	0.0561134	0.0157407	0.021222	0.0378443	0.011121	0.0389899	0.077028	0.0273522	0.0203807	0.00903887	0.0338611	0.241169	0.273136	0.0505071	0.0246528	0.406207	0.00432761	0.237486	0.21668	0.161449	0.384386	2.958477
480	-14755.4	-14777.6	22.283	0.1159	0.0935489	0.0959278	0.102274	0.0900492	0.0611105	0.100888	0.0717102	0.0812247	0.19228	0.0765239	0.0817166	0.0973879	0.0825883	0.113085	0.121602	0.109558	0.0951005	0.112335	0.072293	0.0887319	0.0893426	0.137724	0.0183082	0.0348955	0.0456108	0.0371231	0.0237828	0.035832	0.0150521	0.0200833	0.0528377	0.0360972	0.025356	0.0241116	0.0279793	0.0144979	0.028595	0.0867835	0.0290416	0.0261388	0.0188742	0.0346335	0.249674	0.282769	0.0522883	0.0228305	0.379642	0.0127959	0.226796	0.219036	0.163204	0.390964	2.918536
490	-14758.3	-14780.3	21.9257	0.0999279	0.0998575	0.093334	0.10188	0.107041	0.0753168	0.108089	0.0717102	0.0812247	0.202522	0.0784991	0.0662394	0.0924771	0.0796443	0.096025	0.121602	0.116948	0.0951005	0.0992185	0.0675083	0.0907726	0.0868433	0.162086	0.0305082	0.0311938	0.0387411	0.0350547	0.0226723	0.0461692	0.0270819	0.0284257	0.0370437	0.0346158	0.0151485	0.0218718	0.0484766	0.018141	0.0271537	0.0863287	0.0297534	0.0166364	0.011916	0.0534659	0.23303	0.255852	0.0551389	0.0240751	0.41841	0.0134935	0.225808	0.215485	0.16454	0.394167	2.954266
500	-14757.3	-14779.7	22.3896	0.105337	0.0956518	0.10722	0.0953033	0.104247	0.0795254	0.115158	0.073455	0.0888481	0.148352	0.0646764	0.0902974	0.0903712	0.0950428	0.0839795	0.0991933	0.123653	0.0977552	0.121413	0.0642136	0.083808	0.0847804	0.17312	0.0237391	0.0427574	0.0274176	0.0352665	0.0215506	0.0391489	0.020516	0.0204784	0.0407358	0.0404799	0.0287792	0.0153753	0.0358875	0.00898735	0.0405349	0.0885973	0.0257931	0.0132787	0.00599002	0.0471589	0.23376	0.256653	0.0603552	0.0241505	0.415071	0.0100103	0.234547	0.223824	0.170908	0.370721	2.907873
510	-14757.4	-14779.6	22.1977	0.117209	0.0956518	0.0961746	0.0861445	0.0935176	0.0666284	0.0997011	0.0804776	0.0809461	0.18385	0.0737394	0.0719975	0.0995361	0.0978558	0.109218	0.114851	0.112292	0.106384	0.109693	0.0757753	0.0751931	0.0731794	0.15391	0.0425456	0.0290106	0.0368557	0.0446613	0.0275309	0.0299995	0.0152519	0.0193399	0.0430726	0.0355214	0.0176155	0.0119597	0.0402602	0.027778	0.0358889	0.113608	0.0235825	0.022855	0.0119595	0.0238361	0.233271	0.256117	0.0602291	0.0262837	0.414204	0.00989459	0.237169	0.212642	0.175322	0.374866	2.927059
520	-14759.3	-14781.4	22.0426	0.120129	0.115628	0.0962218	0.0919189	0.0973704	0.0946428	0.10193	0.0805664	0.0837154	0.170149	0.0705745	0.0783367	0.0922098	0.0893759	0.129001	0.117685	0.112292	0.0869697	0.107112	0.0688943	0.0801916	0.0861914	0.132602	0.0226415	0.0348882	0.030493	0.0537654	0.019779	0.0387183	0.0348443	0.012619	0.0492945	0.0422581	0.0175208	0.01749	0.0520257	0.00739291	0.033167	0.0752477	0.0308186	0.0157096	0.01454	0.0356565	0.231386	0.254047	0.0597423	0.0316912	0.410856	0.0122765	0.233103	0.226143	0.172316	0.368439	2.942578
530	-14765.9	-14788.2	22.2587	0.144936	0.0969914	0.081168	0.118694	0.0982687	0.0688421	0.0946737	0.0712387	0.0851438	0.158542	0.0793349	0.0669778	0.103154	0.111734	0.100501	0.0985268	0.1073	0.109214	0.112845	0.0673386	0.079349	0.0637365	0.156309	0.0157367	0.0326254	0.0343774	0.0541228	0.0335848	0.0453211	0.0392822	0.0149742	0.0420094	0.0347667	0.0180776	0.00896841	0.042038	0.0120248	0.0162407	0.110703	0.0252483	0.0162041	0.00972792	0.040105	0.232429	0.255192	0.0600115	0.0241886	0.412707	0.0154724	0.231002	0.224105	0.179774	0.365119	2.920959
540	-14754.6	-14776.5	21.8882	0.128871	0.107586	0.108563	0.0968331	0.104053	0.0681593	0.125933	0.0636735	0.0796992	0.183341	0.0723566	0.0800016	0.0774032	0.0933631	0.109732	0.10217	0.10852	0.109214	0.11334	0.0892052	0.082028	0.088728	0.193632	0.0103626	0.0261072	0.0424656	0.0343518	0.0219537	0.0358863	0.0297314	0.0211762	0.0447367	0.0351037	0.0226296	0.0111103	0.0332715	0.00961281	0.0175216	0.0896806	0.0230097	0.0189949	0.0120209	0.031883	0.236092	0.262039	0.0510386	0.0229173	0.419211	0.0087025	0.231002	0.224105	0.179774	0.365119	2.958017
550	-14762.4	-14784.9	22.4664	0.147044	0.104892	0.0898725	0.0893192	0.0922413	0.0693595	0.12278	0.0799444	0.07484	0.162182	0.0730596	0.0755297	0.0954274	0.10517	0.0957814	0.106932	0.133345	0.0982114	0.122052	0.053678	0.0898869	0.087021	0.145653	0.0156541	0.0299721	0.0405709	0.0395079	0.00888307	0.0432026	0.0215925	0.0236628	0.0520521	0.0321502	0.0222026	0.00571664	0.0290147	0.0311374	0.0252279	0.0816966	0.0353669	0.0245402	0.00795705	0.0158568	0.233876	0.25958	0.0505597	0.0255881	0.415278	0.0151185	0.223571	0.216896	0.173991	0.385542	2.900189
560	-14769.3	-14791.1	21.763	0.129747	0.0841529	0.0908505	0.123311	0.101616	0.059405	0.110225	0.0670646	0.0990412	0.184373	0.0796032	0.0744622	0.0987237	0.0931571	0.111295	0.116487	0.118605	0.102623	0.12309	0.0543207	0.0860446	0.0787301	0.137188	0.0128391	0.065035	0.0467233	0.0603262	0.0135128	0.035714	0.0211406	0.024081	0.049931	0.0387953	0.0254575	0.00875188	0.0438132	0.0214959	0.01683	0.0798646	0.0352887	0.00499088	0.00563046	0.0361955	0.235961	0.261893	0.0535246	0.0256956	0.407673	0.0152532	0.222939	0.217073	0.174132	0.385856	2.970532
570	-14758.6	-14781.7	23.1237	0.125571	0.0858825	0.101903	0.0964588	0.0983811	0.075894	0.109519	0.069229	0.0778872	0.170596	0.0640777	0.0597951	0.0854011	0.089286	0.113161	0.109933	0.125873	0.0968864	0.108445	0.0575132	0.0838393	0.0878507	0.143801	0.0212168	0.0435081	0.0456718	0.0392927	0.0362449	0.031684	0.0217552	0.0130783	0.0333871	0.0352498	0.0223263	0.0164206	0.0335605	0.0207556	0.0201083	0.0636163	0.037059	0.00468697	0.00652321	0.0511353	0.23481	0.261838	0.0534783	0.0355135	0.407587	0.00677285	0.225661	0.219723	0.176258	0.378357	2.834464
580	-14765.9	-14787.8	21.8668	0.124935	0.0766969	0.118951	0.0743963	0.106122	0.081453	0.122014	0.0574288	0.0833774	0.175877	0.0683009	0.0785423	0.0919477	0.0903278	0.122489	0.109933	0.13383	0.0884056	0.115752	0.0884636	0.0874492	0.0940882	0.149264	0.0275725	0.0349054	0.0320462	0.0399147	0.0217958	0.0350282	0.0387045	0.0127538	0.0609468	0.0498642	0.0136883	0.0126817	0.0282741	0.0120131	0.0403186	0.0663874	0.034031	0.0179524	0.0082202	0.0330095	0.240102	0.26774	0.060159	0.0363139	0.387296	0.00838877	0.227411	0.219437	0.176029	0.377123	2.960153
590	-14754.1	-14776.7	22.571	0.124935	0.112214	0.088256	0.105741	0.0781342	0.0627443	0.111934	0.0853598	0.0792114	0.191642	0.075182	0.0614331	0.0822087	0.0962311	0.109157	0.124237	0.120272	0.0969169	0.101432	0.0665118	0.0819761	0.073341	0.154494	0.0277156	0.0325838	0.0286463	0.0356235	0.0259446	0.0339078	0.0300668	0.0400206	0.033538	0.0485064	0.0165998	0.0149039	0.0294745	0.010135	0.0244713	0.0769349	0.0371623	0.016809	0.0130571	0.0300624	0.244976	0.273175	0.054697	0.0177549	0.395158	0.0142392	0.231463	0.219191	0.165503	0.383842	2.889729
600	-14756.2	-14778.8	22.5772	0.130521	0.0978139	0.0918259	0.126431	0.0872359	0.065001	0.107613	0.0667931	0.0770192	0.150952	0.063715	0.0625203	0.0844233	0.0873997	0.113296	0.115699	0.137896	0.102301	0.115848	0.06549	0.0791843	0.0651659	0.172962	0.0124897	0.0213017	0.0343745	0.044366	0.0246694	0.0331219	0.0272094	0.0311942	0.0558115	0.0449022	0.0117956	0.0180834	0.0374668	0.0195764	0.0220027	0.0766037	0.0302405	0.0119945	0.0194683	0.045334	0.238007	0.287277	0.0531409	0.0283272	0.383916	0.00933277	0.231026	0.219316	0.165597	0.384061	2.889111
610	-14754.9	-14776.5	21.6232	0.130521	0.10516	0.104452	0.0969199	0.108619	0.0652545	0.123467	0.076994	0.0890672	0.197016	0.0853675	0.0650298	0.123794	0.0873997	0.0960481	0.109291	0.108076	0.103581	0.117021	0.0713538	0.0942274	0.0688623	0.172962	0.017172	0.0369945	0.0391664	0.0522336	0.0212323	0.0346903	0.0186181	0.022735	0.0313153	0.0465171	0.0125935	0.00949662	0.0369596	0.0137288	0.0295637	0.0748107	0.0189998	0.0151706	0.0176166	0.0344163	0.239317	0.288859	0.0539446	0.0252801	0.38603	0.00656954	0.234885	0.22298	0.151658	0.390477	2.984513
620	-14752.1	-14773.8	21.639	0.12708	0.108618	0.106646	0.0972569	0.10652	0.0878027	0.12932	0.0830065	0.0756323	0.197016	0.062651	0.0746578	0.0853851	0.0898925	0.0988124	0.137126	0.113849	0.109751	0.12387	0.0711863	0.0919893	0.0828471	0.169039	0.0223777	0.0305517	0.0281179	0.0538652	0.0269302	0.0239097	0.0147393	0.0178097	0.0435429	0.0379626	0.0150484	0.013609	0.0367514	0.00959837	0.0222751	0.0687998	0.0253011	0.0165978	0.0133337	0.031855	0.23663	0.285632	0.0533388	0.0281843	0.382741	0.013474	0.234885	0.22298	0.151658	0.390477	2.982929
630	-14753.1	-14775.4	22.2179	0.113153	0.108056	0.090905	0.0966577	0.0801712	0.0782057	0.113017	0.0689846	0.07894	0.164415	0.0683655	0.0793941	0.0786663	0.0842007	0.112757	0.124886	0.113849	0.122539	0.123956	0.0619239	0.0808105	0.0848067	0.15739	0.0160878	0.0224772	0.0334728	0.046057	0.0209462	0.0526738	0.0348171	0.0240661	0.0486936	0.0456506	0.0127334	0.0128262	0.0396038	0.0282667	0.0262344	0.0790543	0.0258217	0.0187741	0.00878826	0.0419488	0.23912	0.288637	0.0523992	0.0284809	0.386768	0.00459579	0.236762	0.216772	0.15287	0.393597	2.925045
640	-14750.4	-14772.8	22.4392	0.103325	0.102195	0.102983	0.0871354	0.0959912	0.0801746	0.124958	0.0882532	0.0738488	0.182052	0.0753474	0.0635564	0.110483	0.0847936	0.102495	0.11698	0.124366	0.0997612	0.104262	0.0775333	0.0842282	0.0777781	0.15739	0.0182408	0.0322853	0.0331239	0.0401725	0.0182832	0.0330067	0.0184251	0.0128761	0.0340984	0.0396266	0.0148074	0.0081207	0.0405686	0.0127688	0.0229453	0.0935632	0.0356513	0.0184195	0.0166822	0.0393541	0.240449	0.285236	0.0583598	0.0247837	0.386578	0.00459353	0.236762	0.216772	0.15287	0.393597	2.902911
650	-14754.7	-14777	22.2742	0.104855	0.0825142	0.107467	0.0871327	0.112851	0.0815567	0.119392	0.0728871	0.077884	0.170386	0.0688068	0.0637829	0.0941943	0.10452	0.119778	0.114144	0.130769	0.0905298	0.115889	0.0696923	0.0787067	0.0889319	0.15739	0.0188509	0.0255124	0.046149	0.0310539	0.016441	0.0251008	0.0166743	0.0184876	0.0389078	0.0374736	0.0173862	0.0210998	0.037222	0.0285933	0.0307377	0.083599	0.0243765	0.0242484	0.0218762	0.0415667	0.234295	0.277937	0.0516875	0.0376284	0.391701	0.00675124	0.233303	0.213604	0.165246	0.387846	2.919417
660	-14752.1	-14773.7	21.5213	0.126399	0.109816	0.0973153	0.0907952	0.105158	0.0780779	0.126613	0.0820481	0.0757382	0.171542	0.070987	0.0866899	0.0882028	0.113529	0.0959229	0.136914	0.12744	0.0913643	0.121632	0.0895229	0.0948435	0.0808689	0.162109	0.0206645	0.0235456	0.0411532	0.0451547	0.0165954	0.0286852	0.0330621	0.0204652	0.0434019	0.0331989	0.012194	0.0145838	0.0364947	0.0174855	0.0299001	0.0715134	0.0245054	0.012599	0.0190384	0.0269297	0.224487	0.281806	0.0524071	0.0381523	0.397155	0.00599248	0.228695	0.23226	0.161983	0.377062	2.994699
670	-14759.3	-14780.3	21.0039	0.113809	0.119294	0.105029	0.0883993	0.107336	0.0825211	0.122545	0.0741593	0.0870976	0.163372	0.0646833	0.0586724	0.0769273	0.113033	0.106803	0.142327	0.133788	0.112243	0.136571	0.0566429	0.0984224	0.0918229	0.162109	0.0175056	0.0379547	0.0341409	0.0493431	0.0224605	0.043392	0.0210693	0.0114001	0.0457408	0.0473569	0.0171673	0.0135467	0.053046	0.0128502	0.0288366	0.0846171	0.0227784	0.0119175	0.0266231	0.0270833	0.228966	0.287429	0.0514518	0.0188508	0.405079	0.00822285	0.229742	0.233324	0.162724	0.37421	3.046439
680	-14760.7	-14781.8	21.0922	0.146317	0.0973434	0.109938	0.0987879	0.109475	0.0959529	0.134144	0.071764	0.0691619	0.18946	0.0777478	0.0770291	0.102827	0.108429	0.0994642	0.110867	0.148936	0.116695	0.10138	0.074225	0.0811675	0.0886086	0.159395	0.0126141	0.0270653	0.0272057	0.0383182	0.0305178	0.035215	0.0273602	0.00958673	0.0389477	0.0491195	0.0148601	0.019614	0.0401345	0.0116843	0.0264318	0.0740142	0.0280508	0.0117854	0.012282	0.0336874	0.235784	0.258779	0.0519371	0.0231626	0.417142	0.0131962	0.229742	0.233324	0.162724	0.37421	3.03761
690	-14752	-14774.7	22.7595	0.109355	0.0963145	0.0983739	0.100386	0.116447	0.0596752	0.126754	0.065416	0.0710476	0.151813	0.0680553	0.0703581	0.090134	0.0817451	0.0939025	0.145331	0.111479	0.116312	0.11005	0.0593987	0.0781024	0.0786305	0.140425	0.0193271	0.0403076	0.0446571	0.0317285	0.0249065	0.0273604	0.0249212	0.0200485	0.0389782	0.0406212	0.0172323	0.0135843	0.0489352	0.0161124	0.0230386	0.0870449	0.0376539	0.018636	0.0131312	0.0431484	0.231485	0.256668	0.0587568	0.0262629	0.413739	0.0130885	0.236349	0.211277	0.167404	0.384971	2.87088
700	-14748.1	-14770.4	22.2362	0.123903	0.0976242	0.0983739	0.0811718	0.0919301	0.074941	0.100508	0.0856421	0.0874413	0.164708	0.0740087	0.072603	0.0811902	0.0990322	0.107731	0.125344	0.132658	0.101163	0.100458	0.0764643	0.081225	0.0810686	0.168504	0.0172599	0.0353447	0.0378389	0.0345798	0.0317457	0.0427185	0.0256599	0.0241839	0.0357809	0.0382818	0.0261159	0.00949593	0.0521552	0.025081	0.0234382	0.0642095	0.0194661	0.0233643	0.00972105	0.0390759	0.224229	0.262073	0.0499362	0.0256675	0.425254	0.0128412	0.235614	0.213729	0.166883	0.383774	2.92321
710	-14768.1	-14789.4	21.3054	0.161423	0.113235	0.100715	0.0931387	0.123287	0.0668741	0.108219	0.0761074	0.084464	0.158671	0.0775981	0.0791748	0.117368	0.0820517	0.107731	0.116415	0.135909	0.0942837	0.111895	0.0698218	0.0943472	0.0779829	0.196313	0.00963433	0.037624	0.0380507	0.0422927	0.0327705	0.0344564	0.0189145	0.0214611	0.0387816	0.0468353	0.0101305	0.0171443	0.0473357	0.0106255	0.0270713	0.0564668	0.0373189	0.0092243	0.0064751	0.026658	0.235715	0.285358	0.0499427	0.0223345	0.393035	0.0136152	0.235614	0.213729	0.166883	0.383774	3.016298
